group,subject,isi,hits,false_alarms,n_signal,n_noise,hit_rate,fa_rate,d_prime
US,PRO24csv:85b43apmn5u,16,3,38,4,89,0.75,0.42696629213483145,0.8585928378704164
US,PRO24csv:85b43apmn5u,32,2,38,4,89,0.5,0.42696629213483145,0.18410308767433475
US,PRO24csv:85b43apmn5u,64,3,38,4,89,0.75,0.42696629213483145,0.8585928378704164
US,PRO24csv:8g4xh7oe08d,0,6,34,6,90,1.0,0.37777777777777777,2.637670253684982
US,PRO24csv:8g4xh7oe08d,1,3,34,4,90,0.75,0.37777777777777777,0.9858121298402229
US,PRO24csv:8g4xh7oe08d,2,4,34,4,90,1.0,0.37777777777777777,2.637670253684982
US,PRO24csv:8g4xh7oe08d,3,5,34,5,90,1.0,0.37777777777777777,2.637670253684982
US,PRO24csv:8g4xh7oe08d,4,4,34,5,90,0.8,0.37777777777777777,1.1529436132170556
US,PRO24csv:8g4xh7oe08d,8,3,34,5,90,0.6,0.37777777777777777,0.564669482779941
US,PRO24csv:8g4xh7oe08d,16,2,34,4,90,0.5,0.37777777777777777,0.3113223796441413
US,PRO24csv:8g4xh7oe08d,32,6,34,6,90,1.0,0.37777777777777777,2.637670253684982
US,PRO24csv:8g4xh7oe08d,64,1,34,4,90,0.25,0.37777777777777777,-0.3631673705519404
US,PRO24csv:8p1ocbop6yl,0,4,23,4,89,1.0,0.25842696629213485,2.974550455362514
US,PRO24csv:8p1ocbop6yl,1,5,23,5,89,1.0,0.25842696629213485,2.974550455362514
US,PRO24csv:8p1ocbop6yl,2,3,23,4,89,0.75,0.25842696629213485,1.3226923315177552
US,PRO24csv:8p1ocbop6yl,3,3,23,5,89,0.6,0.25842696629213485,0.9015496844574733
US,PRO24csv:8p1ocbop6yl,4,4,23,4,89,1.0,0.25842696629213485,2.974550455362514
US,PRO24csv:8p1ocbop6yl,8,6,23,6,89,1.0,0.25842696629213485,2.974550455362514
US,PRO24csv:8p1ocbop6yl,16,5,23,6,89,0.8333333333333334,0.25842696629213485,1.6156241474233748
US,PRO24csv:8p1ocbop6yl,32,1,23,4,89,0.25,0.25842696629213485,-0.026287168874408184
US,PRO24csv:8p1ocbop6yl,64,5,23,6,89,0.8333333333333334,0.25842696629213485,1.6156241474233748
US,PRO24csv:8y6u1e95z2z,0,4,37,4,91,1.0,0.4065934065934066,2.5626647235014923
US,PRO24csv:8y6u1e95z2z,1,4,37,5,91,0.8,0.4065934065934066,1.0779380830335659
US,PRO24csv:8y6u1e95z2z,2,4,37,5,91,0.8,0.4065934065934066,1.0779380830335659
US,PRO24csv:8y6u1e95z2z,3,3,37,4,91,0.75,0.4065934065934066,0.9108065996567334
US,PRO24csv:8y6u1e95z2z,4,3,37,4,91,0.75,0.4065934065934066,0.9108065996567334
US,PRO24csv:8y6u1e95z2z,8,4,37,4,91,1.0,0.4065934065934066,2.5626647235014923
US,PRO24csv:8y6u1e95z2z,16,3,37,5,91,0.6,0.4065934065934066,0.48966395259645135
US,PRO24csv:8y6u1e95z2z,32,3,37,5,91,0.6,0.4065934065934066,0.48966395259645135
US,PRO24csv:8y6u1e95z2z,64,6,37,6,91,1.0,0.4065934065934066,2.5626647235014923
US,PRO24csv:9gmmy57c8yy,0,7,53,7,89,1.0,0.5955056179775281,2.084617076367951
US,PRO24csv:9gmmy57c8yy,1,5,53,5,89,1.0,0.5955056179775281,2.084617076367951
US,PRO24csv:9gmmy57c8yy,2,4,53,4,89,1.0,0.5955056179775281,2.084617076367951
US,PRO24csv:9gmmy57c8yy,3,5,53,7,89,0.7142857142857143,0.5955056179775281,0.32421802425997315
