group,ISI,dprime,sem,ci_low,ci_high,N
US,0,2.988628551729378,0.031574440571320604,2.9307328114191327,3.053982036561206,84
US,1,2.502022968780817,0.13891596748498936,2.3045844186154762,2.8480174500577333,84
US,2,2.045706323222658,0.08354792387686229,1.8949129154029962,2.2268338458151677,84
US,3,1.8920779606999374,0.07926128373590746,1.751049622041176,2.0611789612787312,84
US,4,1.6884672909946827,0.07645712433253378,1.5511127918605223,1.8479386664992816,84
US,8,1.6037092819413417,0.07006769642867504,1.4746685655504186,1.749563409813861,84
US,16,1.4814477467076843,0.06592416081354525,1.3599156496641234,1.619487080162465,84
US,32,1.4628454312665904,0.06654638796223572,1.3418068629264943,1.6024932169950508,84
US,64,1.254276315790229,0.05573866916567758,1.1515245115779411,1.3684192116768272,84
SanBorja,0,3.1561913356091296,0.13557292119452627,2.9416513529602923,3.3928283193057958,38
SanBorja,1,2.012067654713941,0.09867213756383651,1.8308666771413038,2.217337883891415,38
SanBorja,2,1.7593772427742276,0.08840637168842919,1.5962230399606256,1.9453814418062332,38
SanBorja,3,1.4762403666398831,0.07529831346891085,1.3335215280034236,1.6335718386445222,38
SanBorja,4,1.489762255554766,0.08521040950433402,1.3349903403294854,1.6679311604396079,38
SanBorja,8,1.3109787842193428,0.0991993706283466,1.1285967438637332,1.5234938669893936,38
SanBorja,16,1.219367159503335,0.07640196246067603,1.0686264344755239,1.3720284136586094,38
SanBorja,32,1.3414258541513964,0.08594041140062934,1.178904976607392,1.5096225023927605,38
SanBorja,64,1.0100215844126015,0.0759617698018504,0.8636158843013786,1.1574883402149334,38
Tsimane,0,2.957699608451261,0.07712316794547028,2.8281652786244016,3.127250216734342,70
Tsimane,1,1.7658911351726259,0.0646779458812416,1.6508842001385162,1.9049439816729268,70
Tsimane,2,1.4090840753165308,0.05818562690066332,1.297809104972029,1.5257726529072009,70
Tsimane,3,1.3140930282052836,0.070814468984476,1.1820298121273745,1.456731598774372,70
Tsimane,4,1.000259651207923,0.06151646628669335,0.8823073407362721,1.1225811040485136,70
Tsimane,8,0.9771259823520639,0.05504509842251961,0.8671099497046973,1.080128214115963,70
Tsimane,16,0.9917136211873059,0.06435460440522298,0.86991098417159,1.1149644700211536,70
Tsimane,32,0.7930064926059319,0.05377466652571645,0.6902433522674568,0.8956723124704514,70
Tsimane,64,0.6246345015296115,0.053115254038660104,0.5225825879840663,0.7311899857598234,70
