group,subject,isi,hits,false_alarms,n_signal,n_noise,hit_rate,fa_rate,d_prime
US,PRO24csv:01do2ohsq0g,0,8,31,8,175,1.0,0.17714285714285713,3.2526563077319652
US,PRO24csv:01do2ohsq0g,1,10,31,10,175,1.0,0.17714285714285713,3.2526563077319652
US,PRO24csv:01do2ohsq0g,2,2,31,2,175,1.0,0.17714285714285713,3.2526563077319652
US,PRO24csv:01do2ohsq0g,3,8,31,8,175,1.0,0.17714285714285713,3.2526563077319652
US,PRO24csv:01do2ohsq0g,4,4,31,6,175,0.6666666666666666,0.17714285714285713,1.357035732986582
US,PRO24csv:01do2ohsq0g,8,10,31,12,175,0.8333333333333334,0.17714285714285713,1.8937299997928259
US,PRO24csv:01do2ohsq0g,16,4,31,8,175,0.5,0.17714285714285713,0.9263084336911247
US,PRO24csv:01do2ohsq0g,32,5,31,7,175,0.7142857142857143,0.17714285714285713,1.4922572556239877
US,PRO24csv:01do2ohsq0g,64,6,31,8,175,0.75,0.17714285714285713,1.6007981838872065
US,PRO24csv:13ncns66mu9,0,5,52,5,90,1.0,0.5777777777777777,2.130136140395657
US,PRO24csv:13ncns66mu9,1,4,52,4,90,1.0,0.5777777777777777,2.130136140395657
US,PRO24csv:13ncns66mu9,2,3,52,4,90,0.75,0.5777777777777777,0.4782780165508983
US,PRO24csv:13ncns66mu9,3,2,52,7,90,0.2857142857142857,0.5777777777777777,-0.7621605555780465
US,PRO24csv:13ncns66mu9,4,3,52,5,90,0.6,0.5777777777777777,0.05713536949061629
US,PRO24csv:13ncns66mu9,8,4,52,4,90,1.0,0.5777777777777777,2.130136140395657
US,PRO24csv:13ncns66mu9,16,3,52,4,90,0.75,0.5777777777777777,0.4782780165508983
US,PRO24csv:13ncns66mu9,32,2,52,6,90,0.3333333333333333,0.5777777777777777,-0.626939032940641
US,PRO24csv:13ncns66mu9,64,4,52,4,90,1.0,0.5777777777777777,2.130136140395657
US,PRO24csv:1h0dkxjvc0x,0,5,20,5,89,1.0,0.2247191011235955,3.0826998347467653
US,PRO24csv:1h0dkxjvc0x,1,4,20,4,89,1.0,0.2247191011235955,3.0826998347467653
US,PRO24csv:1h0dkxjvc0x,2,4,20,4,89,1.0,0.2247191011235955,3.0826998347467653
US,PRO24csv:1h0dkxjvc0x,3,6,20,6,89,1.0,0.2247191011235955,3.0826998347467653
US,PRO24csv:1h0dkxjvc0x,4,4,20,4,89,1.0,0.2247191011235955,3.0826998347467653
US,PRO24csv:1h0dkxjvc0x,8,4,20,4,89,1.0,0.2247191011235955,3.0826998347467653
US,PRO24csv:1h0dkxjvc0x,16,5,20,5,89,1.0,0.2247191011235955,3.0826998347467653
US,PRO24csv:1h0dkxjvc0x,32,3,20,4,89,0.75,0.2247191011235955,1.4308417109020064
US,PRO24csv:1h0dkxjvc0x,64,7,20,8,89,0.875,0.2247191011235955,1.9067013410819325
US,PRO24csv:1k9va8pjh4j,0,4,40,4,90,1.0,0.4444444444444444,2.4660581729227027
US,PRO24csv:1k9va8pjh4j,1,6,40,6,90,1.0,0.4444444444444444,2.4660581729227027
US,PRO24csv:1k9va8pjh4j,2,5,40,6,90,0.8333333333333334,0.4444444444444444,1.1071318649835633
US,PRO24csv:1k9va8pjh4j,3,3,40,4,90,0.75,0.4444444444444444,0.8142000490779439
US,PRO24csv:1k9va8pjh4j,4,3,40,4,90,0.75,0.4444444444444444,0.8142000490779439
US,PRO24csv:1k9va8pjh4j,8,3,40,5,90,0.6,0.4444444444444444,0.3930574020176618
US,PRO24csv:1k9va8pjh4j,16,4,40,4,90,1.0,0.4444444444444444,2.4660581729227027
US,PRO24csv:1k9va8pjh4j,32,4,40,6,90,0.6666666666666666,0.4444444444444444,0.5704375981773195
US,PRO24csv:1k9va8pjh4j,64,3,40,4,90,0.75,0.4444444444444444,0.8142000490779439
US,PRO24csv:1p74epe3dog,0,4,25,4,90,1.0,0.2777777777777778,2.915803671890619
US,PRO24csv:1p74epe3dog,1,4,25,4,90,1.0,0.2777777777777778,2.915803671890619
US,PRO24csv:1p74epe3dog,2,4,25,4,90,1.0,0.2777777777777778,2.915803671890619
US,PRO24csv:1p74epe3dog,3,7,25,7,90,1.0,0.2777777777777778,2.915803671890619
US,PRO24csv:1p74epe3dog,4,4,25,4,90,1.0,0.2777777777777778,2.915803671890619
US,PRO24csv:1p74epe3dog,8,6,25,6,90,1.0,0.2777777777777778,2.915803671890619
US,PRO24csv:1p74epe3dog,16,4,25,4,90,1.0,0.2777777777777778,2.915803671890619
US,PRO24csv:1p74epe3dog,32,3,25,6,90,0.5,0.2777777777777778,0.5894557978497783
US,PRO24csv:1p74epe3dog,64,2,25,4,90,0.5,0.2777777777777778,0.5894557978497783
US,PRO24csv:2jode5zbrkw,0,4,12,4,90,1.0,0.13333333333333333,3.4371194906776266
US,PRO24csv:2jode5zbrkw,1,4,12,4,90,1.0,0.13333333333333333,3.4371194906776266
