group,ISI,dprime,sem,ci_low,ci_high,N
US,0,1.9036321183155134,0.14181479015436155,1.6956467275023515,2.256868410328468,88
US,1,1.3923674994688222,0.09575497608738583,1.2290936427595232,1.5920943776733039,88
US,2,1.1635559273957479,0.07153345302366543,1.0389226534856864,1.3091427511155365,88
US,3,1.045086144122717,0.05683230595536756,0.9379579568905347,1.1644423714534384,88
US,4,0.9361017906392404,0.06483469861359643,0.8151255442348572,1.0670955450006299,88
US,8,1.0301423188286238,0.06952180199470978,0.9061036740205367,1.1814178226839154,88
US,16,0.8034477349479185,0.058631125582684074,0.6984226252940834,0.9253442329530949,88
US,32,0.7430172234254779,0.06770459224152318,0.6176155674905263,0.8845714260677261,88
US,64,0.5352845561373178,0.05663138986153103,0.42792840253449643,0.6465125783627235,88
SanBorja,0,2.1050343921515875,0.14111587483872667,1.8838013585559137,2.435874519364063,42
SanBorja,1,1.0840849369379728,0.0681104038918723,0.9517617634429698,1.2207384897226687,42
SanBorja,2,1.070274678459679,0.08632779134478792,0.9043943026191819,1.2501959092231654,42
SanBorja,3,0.7829705407555212,0.07115391015668701,0.6431475950242964,0.92185528105133,42
SanBorja,4,0.6660124383778229,0.07268872612911395,0.5195325550901994,0.8110613549881177,42
SanBorja,8,0.5972102404103122,0.06366467195182225,0.47643228799098414,0.7187549520789024,42
SanBorja,16,0.47368294746663503,0.06069344066903878,0.3494769635443643,0.5916432220049507,42
SanBorja,32,0.44459489940612773,0.05763410627385446,0.330419695127558,0.5538711213213161,42
SanBorja,64,0.3572218073961235,0.06981927792733213,0.21710696730098178,0.49071974817588676,42
Tsimane,0,1.6861858106321201,0.07844477505585391,1.5497027232428922,1.8515064632078664,100
Tsimane,1,1.0284206813751378,0.08410465183385146,0.8601810386346415,1.193761068632564,100
Tsimane,2,0.6375538748371873,0.0785158993280806,0.4809657905128653,0.7927291260039215,100
Tsimane,3,0.6284777568804364,0.06572813435110399,0.49835157575037314,0.7568167815506097,100
Tsimane,4,0.617328032197325,0.06730853791548172,0.4903229846686522,0.756389180697179,100
Tsimane,8,0.497197702927607,0.07981812710672996,0.3331854922867828,0.6459450427089548,100
Tsimane,16,0.37865756042864523,0.040444269951558504,0.29964853507672284,0.4608484385698798,100
Tsimane,32,0.3776372183356737,0.07009999835888704,0.23859865274746567,0.513706112678999,100
Tsimane,64,0.3139594850707198,0.06749168682664197,0.18175620109832166,0.44289918680069723,100
